Entity,Code,Year,Patent application rates (OWID based on World Bank & UN)
Egypt,EGY,1999,7.81
Egypt,EGY,2000,7.639
Egypt,EGY,2001,6.514
Egypt,EGY,2002,8.638
Egypt,EGY,2003,6.664
Egypt,EGY,2004,5.068
Egypt,EGY,2005,5.575
Egypt,EGY,2007,6.488
Egypt,EGY,2008,5.942
Egypt,EGY,2009,5.942
Egypt,EGY,2010,7.193
Egypt,EGY,2011,7.195
Egypt,EGY,2012,7.778
Egypt,EGY,2013,7.137
Egypt,EGY,2014,8.191
El Salvador,SLV,1985,3.249
El Salvador,SLV,1989,3.664
El Salvador,SLV,1990,1.903
El Salvador,SLV,1991,1.877
El Salvador,SLV,1992,2.037
El Salvador,SLV,1993,1.827
El Salvador,SLV,1994,1.803
El Salvador,SLV,1995,0.535
El Salvador,SLV,2015,1.109
Estonia,EST,1994,10.94
Estonia,EST,1995,11.137
Estonia,EST,1996,8.477
Estonia,EST,1997,10.718
Estonia,EST,1998,14.428
Estonia,EST,1999,9.351
Estonia,EST,2000,9.306
Estonia,EST,2001,12.967
Estonia,EST,2002,13.775
Estonia,EST,2003,13.132
Estonia,EST,2004,19.816
Estonia,EST,2005,16.977
Estonia,EST,2006,26.73
Estonia,EST,2007,32.819
Estonia,EST,2008,46.369
Estonia,EST,2009,56.95
Estonia,EST,2010,63.088
Estonia,EST,2011,46.706
Estonia,EST,2012,15.121
Estonia,EST,2013,18.968
Estonia,EST,2014,33.472
Estonia,EST,2015,22.807
Ethiopia,ETH,1996,0.051
Ethiopia,ETH,2000,0.045
Ethiopia,ETH,2002,0.014
Ethiopia,ETH,2003,0.041
Ethiopia,ETH,2004,0.013
Ethiopia,ETH,2005,0.013
Ethiopia,ETH,2006,0.063
Ethiopia,ETH,2007,0.148
Euro area,,1985,186.652
Euro area,,1986,178.46
Euro area,,1987,178.865
Euro area,,1988,183.004
Euro area,,1989,173.784
Euro area,,1990,171.127
Euro area,,1991,174.674
Euro area,,1992,204.162
Euro area,,1993,210.021
Euro area,,1994,215.326
Euro area,,1995,193.448
Euro area,,1996,231.809
Euro area,,1997,217.708
Euro area,,1998,225.001
Euro area,,1999,256.299
Euro area,,2000,267.389
Euro area,,2001,233.268
Euro area,,2002,225.2
Euro area,,2003,224.44
Euro area,,2004,227.635
Euro area,,2005,226.859
Euro area,,2006,225.648
Euro area,,2007,253.525
Euro area,,2008,257.414
Euro area,,2009,253.127
Euro area,,2010,251.794
Euro area,,2011,249.808
Euro area,,2012,244.836
Euro area,,2013,244.654
Euro area,,2014,245.711
Euro area,,2015,216.488
Europe & Central Asia,,1992,163.559
Europe & Central Asia,,1993,170.464
Europe & Central Asia,,1994,156.272
Europe & Central Asia,,1995,142.933
Europe & Central Asia,,1996,155.105
Europe & Central Asia,,1997,146.903
Europe & Central Asia,,1998,152.855
Europe & Central Asia,,1999,170.947
Europe & Central Asia,,2000,180.826
Europe & Central Asia,,2001,171.217
Europe & Central Asia,,2002,159.074
Europe & Central Asia,,2003,159.671
Europe & Central Asia,,2004,159.736
Europe & Central Asia,,2005,157.109
Europe & Central Asia,,2006,160.879
Europe & Central Asia,,2007,172.834
Europe & Central Asia,,2008,172.993
Europe & Central Asia,,2009,168.175
Europe & Central Asia,,2010,171.956
Europe & Central Asia,,2011,168.478
Europe & Central Asia,,2012,167.451
Europe & Central Asia,,2013,168.724
Europe & Central Asia,,2014,161.651
Europe & Central Asia,,2015,156.349
Europe & Central Asia (IDA & IBRD),,1992,106.395
Europe & Central Asia (IDA & IBRD),,1993,113.922
Europe & Central Asia (IDA & IBRD),,1994,82.442
Europe & Central Asia (IDA & IBRD),,1995,72.419
Europe & Central Asia (IDA & IBRD),,1996,70.056
Europe & Central Asia (IDA & IBRD),,1997,65.275
Europe & Central Asia (IDA & IBRD),,1998,68.824
Europe & Central Asia (IDA & IBRD),,1999,76.703
Europe & Central Asia (IDA & IBRD),,2000,85.484
Europe & Central Asia (IDA & IBRD),,2001,94.123
Europe & Central Asia (IDA & IBRD),,2002,79.139
Europe & Central Asia (IDA & IBRD),,2003,82.29
Europe & Central Asia (IDA & IBRD),,2004,83.245
Europe & Central Asia (IDA & IBRD),,2005,83.191
Europe & Central Asia (IDA & IBRD),,2006,92.743
Europe & Central Asia (IDA & IBRD),,2007,95.118
Europe & Central Asia (IDA & IBRD),,2008,95.096
Europe & Central Asia (IDA & IBRD),,2009,90.58
Europe & Central Asia (IDA & IBRD),,2010,101.043
Europe & Central Asia (IDA & IBRD),,2011,97.402
Europe & Central Asia (IDA & IBRD),,2012,99.524
Europe & Central Asia (IDA & IBRD),,2013,103.12
Europe & Central Asia (IDA & IBRD),,2014,89.183
Europe & Central Asia (IDA & IBRD),,2015,101.313
Europe & Central Asia (excluding high income),,1992,109.421
Europe & Central Asia (excluding high income),,1993,118.284
Europe & Central Asia (excluding high income),,1994,83.71
Europe & Central Asia (excluding high income),,1995,72.924
Europe & Central Asia (excluding high income),,1996,70.8
Europe & Central Asia (excluding high income),,1997,65.587
Europe & Central Asia (excluding high income),,1998,69.464
Europe & Central Asia (excluding high income),,1999,78.417
Europe & Central Asia (excluding high income),,2000,87.667
Europe & Central Asia (excluding high income),,2001,97.645
Europe & Central Asia (excluding high income),,2002,80.936
Europe & Central Asia (excluding high income),,2003,84.498
Europe & Central Asia (excluding high income),,2004,85.253
Europe & Central Asia (excluding high income),,2005,86.077
Europe & Central Asia (excluding high income),,2006,96.211
Europe & Central Asia (excluding high income),,2007,98.213
Europe & Central Asia (excluding high income),,2008,97.941
Europe & Central Asia (excluding high income),,2009,91.966
Europe & Central Asia (excluding high income),,2010,102.632
Europe & Central Asia (excluding high income),,2011,96.979
Europe & Central Asia (excluding high income),,2012,97.999
Europe & Central Asia (excluding high income),,2013,102.354
Europe & Central Asia (excluding high income),,2014,87.847
Europe & Central Asia (excluding high income),,2015,99.319
European Union,,1985,199.13
European Union,,1986,195.284
European Union,,1987,197.004
European Union,,1988,203.571
European Union,,1989,192.631
European Union,,1990,180.923
European Union,,1991,179.765
European Union,,1992,195.938
European Union,,1993,201.031
European Union,,1994,203.939
European Union,,1995,189.819
European Union,,1996,213.513
European Union,,1997,203.49
European Union,,1998,210.617
European Union,,1999,234.672
European Union,,2000,244.294
European Union,,2001,220.396
European Union,,2002,213.23
European Union,,2003,210.402
European Union,,2004,209.955
European Union,,2005,204.781
European Union,,2006,202.812
European Union,,2007,222.187
European Union,,2008,223.611
European Union,,2009,219.68
European Union,,2010,219.172
European Union,,2011,218.155
European Union,,2012,215.447
European Union,,2013,214.243
European Union,,2014,213.418
European Union,,2015,195.051
Finland,FIN,1985,352.29
Finland,FIN,1986,356.638
Finland,FIN,1987,376.917
Finland,FIN,1988,400.487
Finland,FIN,1989,392.396
Finland,FIN,1990,412.921
Finland,FIN,1991,423.436
Finland,FIN,1992,406.982
Finland,FIN,1993,427.519
Finland,FIN,1994,453.194
Finland,FIN,1995,402.914
Finland,FIN,1996,425.206
Finland,FIN,1997,458.186
Finland,FIN,1998,479.48
Finland,FIN,1999,486.112
Finland,FIN,2000,498.241
Finland,FIN,2001,460.678
Finland,FIN,2002,415.721
Finland,FIN,2003,378.284
Finland,FIN,2004,384.647
Finland,FIN,2005,348.831
Finland,FIN,2006,344.836
Finland,FIN,2007,341.103
Finland,FIN,2008,338.578
Finland,FIN,2009,338.274
Finland,FIN,2010,322.746
Finland,FIN,2011,306.221
Finland,FIN,2012,313.633
Finland,FIN,2013,293.438
Finland,FIN,2014,259.818
Finland,FIN,2015,235.239
France,FRA,1985,212.164
France,FRA,1986,212.75
France,FRA,1987,220.849
France,FRA,1988,215.037
France,FRA,1989,216.422
France,FRA,1990,211.543
France,FRA,1991,215.115
France,FRA,1992,213.063
France,FRA,1993,213.816
France,FRA,1994,211.016
France,FRA,1995,208.576
France,FRA,1996,216.156
France,FRA,1997,220.996
France,FRA,1998,220.166
France,FRA,1999,224.673
France,FRA,2000,227.704
France,FRA,2001,220.006
France,FRA,2002,218.735
France,FRA,2003,217.062
France,FRA,2004,226.936
France,FRA,2005,226.767
France,FRA,2006,228.367
France,FRA,2007,229.973
France,FRA,2008,227.697
France,FRA,2009,217.905
France,FRA,2010,226.796
France,FRA,2011,224.279
France,FRA,2012,221.445
France,FRA,2013,222.581
France,FRA,2014,218.598
France,FRA,2015,214.727
Georgia,GEO,1992,74.895
Georgia,GEO,1993,102.217
Georgia,GEO,1994,79.398
Georgia,GEO,1995,60.625
Georgia,GEO,1996,62.39
Georgia,GEO,1997,58.037
Georgia,GEO,1998,61.73
Georgia,GEO,1999,59.517
Georgia,GEO,2000,52.509
Georgia,GEO,2001,57.906
Georgia,GEO,2002,44.526
Georgia,GEO,2003,45.338
Georgia,GEO,2004,58.657
Georgia,GEO,2005,53.699
Georgia,GEO,2006,57.06
Georgia,GEO,2007,60.755
Georgia,GEO,2008,55.087
Georgia,GEO,2009,64.354
Georgia,GEO,2010,46.612
Georgia,GEO,2011,35.613
Georgia,GEO,2012,36.34
Georgia,GEO,2013,30.191
Georgia,GEO,2014,29.514
Georgia,GEO,2015,26.634
Germany,DEU,1985,414.521
Germany,DEU,1986,413.907
Germany,DEU,1987,405.923
Germany,DEU,1988,408.371
Germany,DEU,1989,395.816
Germany,DEU,1990,386.791
Germany,DEU,1991,403.13
Germany,DEU,1992,420.703
Germany,DEU,1993,428.21
Germany,DEU,1994,450.832
Germany,DEU,1995,466.502
Germany,DEU,1996,516.659
Germany,DEU,1997,541.697
Germany,DEU,1998,567.027
Germany,DEU,1999,609.365
Germany,DEU,2000,629.304
Germany,DEU,2001,607.032
Germany,DEU,2002,577.026
Germany,DEU,2003,579.372
Germany,DEU,2004,587.133
Germany,DEU,2005,586.484
Germany,DEU,2006,582.836
Germany,DEU,2007,581.684
Germany,DEU,2008,599.683
Germany,DEU,2009,584.343
Germany,DEU,2010,575.309
Germany,DEU,2011,585.313
Germany,DEU,2012,579.665
Germany,DEU,2013,587.174
Germany,DEU,2014,594.622
Germany,DEU,2015,580.071
Greece,GRC,1985,112.841
Greece,GRC,1986,125.311
Greece,GRC,1987,153.891
Greece,GRC,1988,20.424
Greece,GRC,1989,21.408
Greece,GRC,1990,23.635
Greece,GRC,1991,18.217
Greece,GRC,1992,21.348
Greece,GRC,1993,21.127
Greece,GRC,1994,25.397
Greece,GRC,1995,25.184
Greece,GRC,1996,25.168
Greece,GRC,1997,27.483
Greece,GRC,1998,25.745
Greece,GRC,1999,26.947
Greece,GRC,2000,28.318
Greece,GRC,2001,35.444
Greece,GRC,2002,34.489
Greece,GRC,2003,35.962
Greece,GRC,2004,34.596
Greece,GRC,2005,42.048
Greece,GRC,2006,48.274
Greece,GRC,2007,52.043
Greece,GRC,2008,56.69
Greece,GRC,2009,62.843
Greece,GRC,2010,65.46
Greece,GRC,2011,64.926
Greece,GRC,2012,56.858
Greece,GRC,2013,63.656
Greece,GRC,2014,59.766
Greece,GRC,2015,50.828
Guatemala,GTM,1985,8.738
Guatemala,GTM,1986,2.963
Guatemala,GTM,1987,0.926
Guatemala,GTM,1988,1.809
Guatemala,GTM,1989,0.552
Guatemala,GTM,1990,2.915
Guatemala,GTM,1991,3.269
Guatemala,GTM,1992,2.781
Guatemala,GTM,1993,4.025
Guatemala,GTM,1994,2.064
Guatemala,GTM,1995,3.074
Guatemala,GTM,1996,2.066
Guatemala,GTM,1997,3.307
Guatemala,GTM,1998,2.335
Guatemala,GTM,1999,2.459
Guatemala,GTM,2000,4.635
Guatemala,GTM,2001,2.516
Guatemala,GTM,2002,0.655
Guatemala,GTM,2003,0.48
Guatemala,GTM,2004,0.703
Guatemala,GTM,2005,1.298
Guatemala,GTM,2006,2.09
Guatemala,GTM,2007,0.657
Guatemala,GTM,2008,0.357
Guatemala,GTM,2009,0.489
Guatemala,GTM,2010,0.478
Guatemala,GTM,2011,0.268
Guatemala,GTM,2012,0.458
Guatemala,GTM,2013,0.256
Guatemala,GTM,2014,0.628
Guatemala,GTM,2015,0.431
Guyana,GUY,1985,1.298
Guyana,GUY,1986,11.773
Haiti,HTI,1985,0.94
Haiti,HTI,1986,0.613
Haiti,HTI,1987,1.349
Haiti,HTI,1988,0.147
Haiti,HTI,1991,0.414
Haiti,HTI,1996,0.377
Haiti,HTI,1999,0.119
Haiti,HTI,2011,0.099
Haiti,HTI,2012,0.194
Haiti,HTI,2014,0.189
High income,,1985,455.818
High income,,1986,469.654
High income,,1987,493.276
High income,,1988,498.419
High income,,1989,507.212
High income,,1990,526.136
High income,,1991,525.907
High income,,1992,540.827
High income,,1993,547.385
High income,,1994,545.944
High income,,1995,596.128
High income,,1996,600.647
High income,,1997,613.787
High income,,1998,620.702
High income,,1999,647.648
High income,,2000,703.478
High income,,2001,699.019
High income,,2002,684.14
High income,,2003,689.664
High income,,2004,709.901
High income,,2005,734.654
High income,,2006,726.068
High income,,2007,737.24
High income,,2008,718.442
High income,,2009,675.437
High income,,2010,684.641
High income,,2011,689.306
High income,,2012,710.514
High income,,2013,720.315
High income,,2014,711.363
High income,,2015,699.176
Honduras,HND,1985,2.803
Honduras,HND,1987,2.642
Honduras,HND,1990,1.211
Honduras,HND,1995,1.226
Honduras,HND,1996,1.704
Honduras,HND,1998,1.776
Honduras,HND,1999,1.258
Honduras,HND,2000,0.613
Honduras,HND,2001,1.046
Honduras,HND,2002,1.02
Honduras,HND,2011,0.239
Honduras,HND,2012,0.941
Honduras,HND,2013,0.693
Honduras,HND,2015,0.446
Hong Kong,HKG,1985,2.932
Hong Kong,HKG,1986,1.81
Hong Kong,HKG,1987,2.33
Hong Kong,HKG,1988,2.132
Hong Kong,HKG,1989,2.638
Hong Kong,HKG,1990,3.681
Hong Kong,HKG,1991,2.782
Hong Kong,HKG,1992,1.896
Hong Kong,HKG,1993,1.525
Hong Kong,HKG,1994,3.479
Hong Kong,HKG,1995,3.736
Hong Kong,HKG,1996,6.371
Hong Kong,HKG,1997,4.007
Hong Kong,HKG,1998,19.561
Hong Kong,HKG,1999,6.357
Hong Kong,HKG,2000,7.652
Hong Kong,HKG,2001,11.021
Hong Kong,HKG,2002,16.607
Hong Kong,HKG,2003,15.897
Hong Kong,HKG,2004,18.722
Hong Kong,HKG,2005,22.897
Hong Kong,HKG,2006,25.083
Hong Kong,HKG,2007,23.134
Hong Kong,HKG,2008,24.864
Hong Kong,HKG,2009,21.369
Hong Kong,HKG,2010,18.935
Hong Kong,HKG,2011,25.595
Hong Kong,HKG,2012,23.901
Hong Kong,HKG,2013,31.443
Hong Kong,HKG,2014,26.513
Hong Kong,HKG,2015,32.714
Hungary,HUN,1985,272.709
Hungary,HUN,1986,267.813
Hungary,HUN,1987,304.257
Hungary,HUN,1988,307.838
Hungary,HUN,1989,253.489
Hungary,HUN,1990,238.77
Hungary,HUN,1991,213.045
Hungary,HUN,1992,144.368
Hungary,HUN,1993,109.968
Hungary,HUN,1994,112.343
Hungary,HUN,1995,106.109
Hungary,HUN,1996,77.876
Hungary,HUN,1997,71.62
Hungary,HUN,1998,67.208
Hungary,HUN,1999,71.209
Hungary,HUN,2000,79.326
Hungary,HUN,2001,90.208
Hungary,HUN,2002,82.885
Hungary,HUN,2003,74.633
Hungary,HUN,2004,74.007
Hungary,HUN,2005,69.891
Hungary,HUN,2006,71.291
Hungary,HUN,2007,68.518
Hungary,HUN,2008,68.04
Hungary,HUN,2009,75.529
Hungary,HUN,2010,64.9
Hungary,HUN,2011,66.388
Hungary,HUN,2012,69.756
Hungary,HUN,2013,64.894
Hungary,HUN,2014,55.339
Hungary,HUN,2015,57.807
IBRD only,,1985,7.148
IBRD only,,1986,7.13
IBRD only,,1987,7.714
IBRD only,,1988,8.071
IBRD only,,1989,7.907
IBRD only,,1990,6
IBRD only,,1991,6.015
IBRD only,,1992,17.649
IBRD only,,1993,18.557
IBRD only,,1994,14.589
IBRD only,,1995,12.921
IBRD only,,1996,13.107
IBRD only,,1997,12.455
IBRD only,,1998,13.2
IBRD only,,1999,14.545
IBRD only,,2000,18.116
IBRD only,,2001,20.021
IBRD only,,2002,20.919
IBRD only,,2003,25.42
IBRD only,,2004,28.197
IBRD only,,2005,35.182
IBRD only,,2006,43.184
IBRD only,,2007,51.558
IBRD only,,2008,61.827
IBRD only,,2009,68.225
IBRD only,,2010,83.283
IBRD only,,2011,109.776
IBRD only,,2012,135.342
IBRD only,,2013,172.396
IBRD only,,2014,190.978
IBRD only,,2015,223.34
IDA & IBRD total,,1985,5.832
IDA & IBRD total,,1986,5.8
IDA & IBRD total,,1987,6.263
IDA & IBRD total,,1988,6.542
IDA & IBRD total,,1989,6.393
IDA & IBRD total,,1990,4.857
IDA & IBRD total,,1991,4.867
IDA & IBRD total,,1992,14.187
IDA & IBRD total,,1993,15.377
IDA & IBRD total,,1994,12.005
IDA & IBRD total,,1995,10.684
IDA & IBRD total,,1996,10.754
IDA & IBRD total,,1997,10.208
IDA & IBRD total,,1998,10.723
IDA & IBRD total,,1999,11.733
IDA & IBRD total,,2000,14.534
IDA & IBRD total,,2001,16.045
IDA & IBRD total,,2002,16.647
IDA & IBRD total,,2003,20.183
IDA & IBRD total,,2004,22.123
IDA & IBRD total,,2005,27.468
IDA & IBRD total,,2006,33.554
IDA & IBRD total,,2007,39.902
IDA & IBRD total,,2008,47.716
IDA & IBRD total,,2009,52.418
IDA & IBRD total,,2010,63.792
IDA & IBRD total,,2011,83.714
IDA & IBRD total,,2012,102.819
IDA & IBRD total,,2013,130.594
IDA & IBRD total,,2014,144.137
IDA & IBRD total,,2015,168.061
IDA blend,,1990,0.279
IDA blend,,2011,1.444
IDA blend,,2012,1.286
IDA blend,,2013,1.701
Iceland,ISL,1985,86.991
Iceland,ISL,1986,119.253
Iceland,ISL,1987,113.886
Iceland,ISL,1988,64.067
Iceland,ISL,1989,71.188
Iceland,ISL,1990,66.712
Iceland,ISL,1991,131.887
Iceland,ISL,1992,107.256
Iceland,ISL,1993,128.922
Iceland,ISL,1994,82.7
Iceland,ISL,1995,71.037
Iceland,ISL,1996,59.498
Iceland,ISL,1997,81.142
Iceland,ISL,1998,149.609
Iceland,ISL,1999,126.18
Iceland,ISL,2000,181.362
Iceland,ISL,2001,171.949
Iceland,ISL,2002,246.937
Iceland,ISL,2003,196.877
Iceland,ISL,2004,225.97
Iceland,ISL,2005,158.391
Iceland,ISL,2006,148.133
Iceland,ISL,2007,195.785
Iceland,ISL,2008,157.523
Iceland,ISL,2009,200.943
Iceland,ISL,2010,179.222
Iceland,ISL,2011,156.733
Iceland,ISL,2012,115.367
Iceland,ISL,2013,101.926
Iceland,ISL,2014,155.779
Iceland,ISL,2015,120.914
India,IND,1985,1.256
India,IND,1986,1.25
India,IND,1987,1.21
India,IND,1988,1.238
India,IND,1989,1.23
India,IND,1990,1.318
India,IND,1991,1.427
India,IND,1992,1.377
India,IND,1993,1.308
India,IND,1994,1.685
India,IND,1995,1.609
India,IND,1996,1.697
India,IND,1997,1.931
India,IND,1998,2.212
India,IND,1999,2.132
India,IND,2000,2.095
India,IND,2001,2.22
India,IND,2002,2.471
India,IND,2003,3.091
India,IND,2004,3.564
India,IND,2005,4.126
India,IND,2006,4.893
India,IND,2007,5.337
India,IND,2008,5.367
India,IND,2009,5.981
India,IND,2010,7.192
India,IND,2011,7.088
India,IND,2012,7.563
India,IND,2013,8.345
India,IND,2014,9.305
India,IND,2015,9.609
Indonesia,IDN,1985,0.297
Indonesia,IDN,1986,0.19
Indonesia,IDN,1987,0.361
Indonesia,IDN,1989,0.634
Indonesia,IDN,1991,0.184
Indonesia,IDN,1992,0.357
Indonesia,IDN,1993,0.199
Indonesia,IDN,1994,0.15
Indonesia,IDN,1995,0.31
Indonesia,IDN,1996,0.2
Indonesia,IDN,1997,0.389
Indonesia,IDN,1998,0.452
Indonesia,IDN,1999,0.729
Indonesia,IDN,2000,0.742
Indonesia,IDN,2001,0.988
Indonesia,IDN,2002,1.076
Indonesia,IDN,2003,0.911
Indonesia,IDN,2004,1.015
Indonesia,IDN,2005,1.037
Indonesia,IDN,2006,1.253
Indonesia,IDN,2007,1.219
Indonesia,IDN,2008,1.634
Indonesia,IDN,2009,1.734
Indonesia,IDN,2010,2.095
Indonesia,IDN,2011,2.169
Indonesia,IDN,2013,2.631
Indonesia,IDN,2014,2.752
Indonesia,IDN,2015,4.098
Iran,IRN,1985,3.865
Iran,IRN,1987,4.043
Iran,IRN,1988,3.146
Iran,IRN,1989,2.574
Iran,IRN,1990,3.237
Iran,IRN,1991,4.566
Iran,IRN,1992,3.862
Iran,IRN,1993,4.713
Iran,IRN,1994,4.454
Iran,IRN,1995,4.589
Iran,IRN,1996,4.677
Iran,IRN,1997,4.529
Iran,IRN,1998,5.274
Iran,IRN,1999,5.625
Iran,IRN,2000,6.2
Iran,IRN,2001,10.299
Iran,IRN,2002,13.386
Iran,IRN,2003,18.703
Iran,IRN,2004,34.848
Iran,IRN,2005,57.525
Iran,IRN,2006,83.815
Iran,IRN,2007,147.825
Iran,IRN,2008,211.447
Iran,IRN,2009,165.347
Iran,IRN,2010,148.966
Iran,IRN,2011,152.719
Iran,IRN,2012,138.934
Iran,IRN,2013,145.993
Iran,IRN,2014,174.503
Iraq,IRQ,1985,19.003
Iraq,IRQ,1986,12.487
Iraq,IRQ,1987,16.697
Iraq,IRQ,1988,16.335
Iraq,IRQ,1989,14.495
Iraq,IRQ,1992,8.072
Iraq,IRQ,1993,8.626
Iraq,IRQ,1994,5.715
Iraq,IRQ,1995,3.761
Iraq,IRQ,1996,3.262
Iraq,IRQ,2015,9.276
Ireland,IRL,1985,205.196
Ireland,IRL,1986,209.905
Ireland,IRL,1987,203.104
Ireland,IRL,1988,206.244
Ireland,IRL,1989,209.626
Ireland,IRL,1990,208.88
Ireland,IRL,1991,222.396
Ireland,IRL,1992,211.329
Ireland,IRL,1993,220.342
Ireland,IRL,1994,225.881
Ireland,IRL,1995,232.762
Ireland,IRL,1996,218.006
Ireland,IRL,1997,216.648
Ireland,IRL,1998,265.306
Ireland,IRL,1999,265.261
Ireland,IRL,2000,243.09
Ireland,IRL,2001,263.563
Ireland,IRL,2002,232.455
Ireland,IRL,2003,215.688
Ireland,IRL,2004,193.354
Ireland,IRL,2005,189.667
Ireland,IRL,2006,196.088
Ireland,IRL,2007,192.546
Ireland,IRL,2008,207.371
Ireland,IRL,2009,200.204
Ireland,IRL,2010,160.74
Ireland,IRL,2011,107.936
Ireland,IRL,2012,107.262
Ireland,IRL,2013,72.418
Ireland,IRL,2014,56.961
Ireland,IRL,2015,53.455
Israel,ISR,1985,186.629
Israel,ISR,1986,190.509
Israel,ISR,1987,188.373
Israel,ISR,1988,223.998
Israel,ISR,1989,230.633
Israel,ISR,1990,225.751
Israel,ISR,1991,219.64
Israel,ISR,1992,273.277
Israel,ISR,1993,250.523
Israel,ISR,1994,233.562
Israel,ISR,1995,228.314
Israel,ISR,1996,213.985
Israel,ISR,1997,246.916
Israel,ISR,1998,326.578
Israel,ISR,1999,335.184
Israel,ISR,2000,254.253
Israel,ISR,2001,193.819
Israel,ISR,2002,184.627
Israel,ISR,2003,198.664
Israel,ISR,2004,226.759
Israel,ISR,2005,240.833
Israel,ISR,2006,190.255
Israel,ISR,2007,224.927
Israel,ISR,2008,209.063
Israel,ISR,2009,185.289
Israel,ISR,2010,190.199
Israel,ISR,2011,175.127
Israel,ISR,2012,166.74
Israel,ISR,2013,149.017
Israel,ISR,2014,136.933
Israel,ISR,2015,153.339
Italy,ITA,1985,35.34
Italy,ITA,1988,40.421
Italy,ITA,1992,133.246
Italy,ITA,1993,131.845
Italy,ITA,1994,138.486
Italy,ITA,1996,123.056
Italy,ITA,1999,110.355
Italy,ITA,2000,138.333
Italy,ITA,2007,158.372
Italy,ITA,2008,145.988
Italy,ITA,2009,149.149
Italy,ITA,2010,149.753
Italy,ITA,2011,148.098
Italy,ITA,2012,141.737
Italy,ITA,2013,137.912
Italy,ITA,2014,141.489
Jamaica,JAM,1987,1.261
Jamaica,JAM,1990,1.65
Jamaica,JAM,1991,1.637
Jamaica,JAM,1992,2.434
Jamaica,JAM,1993,3.616
Jamaica,JAM,1994,2.388
Jamaica,JAM,1995,2.759
Jamaica,JAM,1996,0.781
Jamaica,JAM,1997,3.479
Jamaica,JAM,2000,4.14
Jamaica,JAM,2001,1.494
Jamaica,JAM,2002,5.565
Jamaica,JAM,2003,3.318
Jamaica,JAM,2004,4.031
Jamaica,JAM,2005,3.643
Jamaica,JAM,2006,7.608
Jamaica,JAM,2007,2.162
Jamaica,JAM,2008,5.376
Jamaica,JAM,2009,6.063
Jamaica,JAM,2010,4.969
Jamaica,JAM,2011,7.068
Jamaica,JAM,2012,8.8
Jamaica,JAM,2013,7.714
Jamaica,JAM,2014,11.53
Jamaica,JAM,2015,2.437
Japan,JPN,1985,2271.958
Japan,JPN,1986,2388.075
Japan,JPN,1987,2546.527
Japan,JPN,1988,2518.289
Japan,JPN,1989,2577.675
Japan,JPN,1990,2695.16
Japan,JPN,1991,2707.886
Japan,JPN,1992,2716.741
Japan,JPN,1993,2664.081
Japan,JPN,1994,2554.885
Japan,JPN,1995,2660.815
Japan,JPN,1996,2696.033
Japan,JPN,1997,2770.263
Japan,JPN,1998,2827.366
Japan,JPN,1999,2823.408
Japan,JPN,2000,3028.949
Japan,JPN,2001,3010.759
Japan,JPN,2002,2865.581
Japan,JPN,2003,2804.491
Japan,JPN,2004,2883.634
Japan,JPN,2005,2879.795
Japan,JPN,2006,2714.502
Japan,JPN,2007,2605.433
Japan,JPN,2008,2577.716
Japan,JPN,2009,2306.302
Japan,JPN,2010,2265.019
Japan,JPN,2011,2249.654
Japan,JPN,2012,2248.807
Japan,JPN,2013,2132.143
Japan,JPN,2014,2089.624
Japan,JPN,2015,2035.842
Jordan,JOR,1989,3.24
Jordan,JOR,2000,13.913
Jordan,JOR,2001,10.013
Jordan,JOR,2002,3.972
Jordan,JOR,2003,4.632
Jordan,JOR,2004,7.587
Jordan,JOR,2005,8.575
Jordan,JOR,2006,12.639
Jordan,JOR,2007,9.527
Jordan,JOR,2008,7.704
Jordan,JOR,2009,8.796
Jordan,JOR,2010,6.265
Jordan,JOR,2011,5.281
Jordan,JOR,2012,6.006
Jordan,JOR,2013,4.16
Jordan,JOR,2014,4.541
Jordan,JOR,2015,4.476
Kazakhstan,KAZ,1992,26.34
Kazakhstan,KAZ,1993,197.362
Kazakhstan,KAZ,1994,86.548
Kazakhstan,KAZ,1995,65.189
Kazakhstan,KAZ,1996,65.606
Kazakhstan,KAZ,1997,76.368
Kazakhstan,KAZ,1998,82.541
Kazakhstan,KAZ,1999,90.565
Kazakhstan,KAZ,2000,93.996
Kazakhstan,KAZ,2001,108.155
Kazakhstan,KAZ,2002,107.275
Kazakhstan,KAZ,2003,113.757
Kazakhstan,KAZ,2004,116.965
Kazakhstan,KAZ,2005,100.548
Kazakhstan,KAZ,2006,93.611
Kazakhstan,KAZ,2007,105.462
Kazakhstan,KAZ,2008,94.615
Kazakhstan,KAZ,2009,94.018
Kazakhstan,KAZ,2010,103.605
Kazakhstan,KAZ,2011,85.464
Kazakhstan,KAZ,2013,107.072
Kazakhstan,KAZ,2014,100.756
Kazakhstan,KAZ,2015,72.446
Kenya,KEN,1988,0.046
Kenya,KEN,1991,0.331
Kenya,KEN,1993,0.544
Kenya,KEN,1996,0.533
Kenya,KEN,1997,0.76
Kenya,KEN,1998,0.907
Kenya,KEN,1999,0.817
Kenya,KEN,2002,0.692
Kenya,KEN,2003,0.645
Kenya,KEN,2004,0.884
Kenya,KEN,2005,0.943
Kenya,KEN,2006,1.107
Kenya,KEN,2007,1.077
Kenya,KEN,2008,1.609
Kenya,KEN,2009,1.193
Kenya,KEN,2010,1.862
Kenya,KEN,2011,3.177
Kenya,KEN,2012,2.818
